Разрядник РМК-С-20-IV-УХЛ1/021;0.0;0.0;0.0;9.0;0.0;20.0;2.0;41.0;0.0;72.0;0.0;72.0;77.0;0.0;1.0;шт
Саморез кровельный оцинкованный 5,5х19 мм;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;1.0;шт
Серьга СРС-7-16А ТУ34.13.10272-88;0.0;378.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;шт
Сетка 50-ОБ ГОСТ 5336-80;0.0;29.535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Скоба СК-7-1А ТУ 3449-001-52819896-2010;0.0;0.0;0.0;84.0;24.0;120.0;58.0;246.0;54.0;72.0;0.0;82.0;77.0;0.0;1.0;шт
Скоба СКД -10-1;0.0;0.0;0.0;88.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;шт
Табличка 63х80 12Х18Н10Т;0.0;24.67999999999997;0.26;0.44;0.24000000000000002;0.4;0.56;0.82;0.54;0.0;0.04;0.1;0.0;0.0;0.02;шт
Узел крепления КГП-7-1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.0;0.0;144.0;154.0;0.0;1.0;шт
Ушко У1-7-16;0.0;0.0;0.0;80.0;0.0;120.0;6.0;246.0;0.0;216.0;0.0;216.0;231.0;0.0;1.0;шт
Хомут по чертежу  Х90-1 12.09Г2С-15.ТД5 ГОСТ К-ТП.10-110-00.07;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;шт
Хомут по чертежу Х-1 20.09Г2С-15.Гл Чертёж: ДК10-Х-1.01;0.0;51.169999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.36;шт
Хомут по чертежу Х-1 М20.09Г2С-12.ГЦ Чертёж: ДК10-Х-1.01;369.91999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.36;шт
Шайба 10 ГЦ ГОСТ 11371-78;0.1338826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба 16 ГЦ ГОСТ 11371-78;12.389177140000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба 16 Гл ГОСТ 6402-70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.291989719999983;13.426364580000001;0.0;1.0;кг
Шайба 16 Гл ГОСТ 6958-78;0.0;0.0;0.0;0.0;0.0;0.0;18.24098867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба 16 ТД5 ГОСТ 6402-70;0.0;21.525591170000034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба 20 Гл ГОСТ 11371-78;0.0;23.42429453000002;122.6199794;1.56333677;113.2523172;1.42121524;239.48300720999998;5.628218329999999;247.130793;17.6138002;6.51081359;71.43460351;28.22451081;2.0607621000000003;1.0;кг
Шайба 20 Гл ГОСТ 6402-70;0.0;17.98792683000007;104.86817712999999;1.15550978;99.74459320999999;1.05046344;205.86817714;2.9134912400000004;213.12049434;4.8846549800000005;4.81874356;50.365602470000006;12.843460349999999;1.52317199;1.0;кг
Шайба 20 ТД5 ГОСТ 11371-78;0.0;134.42263944999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба 20 ТД5 ГОСТ 6402-70;0.0;161.39528934999987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба 24 ГЦ ГОСТ 11371-78;843.0127218800001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
