Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;17.0
Дата запуска;2020-04-15 00:00:00;2020-04-16 00:00:00;2020-04-17 00:00:00;2020-04-18 00:00:00;2020-04-19 00:00:00;2020-04-20 00:00:00;2020-04-21 00:00:00;2020-04-22 00:00:00;2020-04-23 00:00:00;2020-04-24 00:00:00;2020-04-25 00:00:00;2020-04-26 00:00:00;2020-04-27 00:00:00;2020-04-28 00:00:00;2020-04-29 00:00:00;2020-04-30 00:00:00;2020-05-02 00:00:00
Номенклатура;;;;;;;;;;;;;;;;;
Болт по чертежу Спецболт М48 М24х575.09Г2С-15.ГЦ Чертёж 3.407.1-175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.8;0.0;0.0;0.0;0.0;0.0
Вязка спиральная ВС-120/150-2;558.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М10-6h.5.Гл ГОСТ 5915-70;0.04222451;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М16-6h.5.Гл ГОСТ 5915-70;147.08261484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М16-6h.8.ГЦ ГОСТ 5915-70;186.95597216000002;0.0;6.39134912;0.0;0.0;0.0;0.0;0.0;0.0;23.550978370000003;0.0;0.0;6.97219361;0.0;0.0;0.0;0.0
Гайка М16-6h.8.ГЦ ГОСТ ISO 4032-2014;592.0939670500001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М16-6h.8.Гл ГОСТ 5915-70;2768.37377962;0.0;7.4376931;29.75901133;11.15962925;0.0;29.9907312;10.45932028;22.662203920000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М16-6h.8.Гл ГОСТ ISO 4032-2014;84.08359010999999;0.0;0.0;0.0;0.0;0.0;0.0;20.91761071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.93408857;61.93408857
Гайка М16-6h.8.ТД4 ГОСТ ISO 4032-2014;44.253787849999995;11.19670443;0.0;11.19670443;0.0;0.0;10.10813594;0.0;0.0;0.0;0.0;0.0;5.59835221;11.19670443;0.0;11.19670443;11.19670443
Гайка М18-6h.8.Гл ГОСТ 5915-70;8.74950671;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
