Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Изделие.Вид номенклатуры;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
2375;021311;1;2020-09-01;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.31822863;0.309;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2376;021311;1;2020-09-01;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.23583934;0.229;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2377;021311;1;2020-09-01;00000000029;Шайба 24 Гл ГОСТ 11371-78;0.39958805;0.388;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2378;021311;1;2020-09-01;00000000031;Шайба 24 Гл ГОСТ 6402-70;0.28115345;0.273;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2379;021311;1;2020-09-01;00000006907;Шайба 30 Гл ГОСТ 11371-78;1.76725026;1.716;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2380;021311;1;2020-09-01;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;2.82286303;2.741;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2381;021311;1;2020-09-01;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;1.32440783;1.286;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2382;021311;1;2020-09-01;00-00000832;Гайка М30-6h.8.Гл ГОСТ ISO 4032-2014;7.9938208;7.762;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2383;021311;1;2020-09-01;00-00001001;Болт М16-6gх55.8.8.Гл ГОСТ Р ИСО 4014-2013;2.23163265;2.187;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2384;021311;1;2020-09-01;00-00001005;Гайка М16-6h.8.Гл ГОСТ ISO 4032-2014;1.16271885;1.129;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2385;021311;1;2020-09-01;00-00001086;Болт М16-6gх50.8.8.Гл ГОСТ Р ИСО 4014-2013;1.39183673;1.364;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2386;021311;1;2020-09-01;00-00001087;Болт М20-6gх60.8.8.Гл ГОСТ Р ИСО 4014-2013;1.33470649;1.296;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2387;021311;1;2020-09-01;00-00001953;Гайка М24-6h.8.Гл ГОСТ ISO 4032-2014;1.51905252;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2388;021311;1;2020-09-01;00-00002013;Птицезащитное устройство ПЗУ-GP-d46;3.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2389;021311;1;2020-09-01;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2390;021311;1;2020-09-01;00-00004775;Болт М30-6gх110.8.8.Гл ГОСТ Р ИСО 4014-2013;14.07415036;13.666;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2391;021311;1;2020-09-01;00-00005385;Болт М24-6gх100.8.8.Гл ГОСТ Р ИСО 4014-2013;5.84860968;5.679;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Комплектная поставка: Опора промежуточная ПГ35-2 ; Фундамент ФС.530.2.L.S.; Подвеска поддерж";К производству;Продукция;021311-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2417;021321;1;2020-09-01;00000002629;Скоба СК-7-1А ТУ 3449-001-52819896-2010;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2418;021321;1;2020-09-01;00000006397;Изолятор ЛК 70/10-4 СП;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2419;021321;1;2020-09-01;00000010146;Вязка спиральная ВС 120/150.2;4.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2420;021321;1;2020-09-01;00000015522;Зажим прокалывающий ОАЗ-1 с защитными кожухом К3-02;3.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2421;021321;1;2020-09-01;00000016865;Разрядник РМК-С-20-IV-УХЛ1/021;1.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2422;021321;1;2020-09-01;00000012118;Ушко У1-7-16;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2423;021321;1;2020-09-01;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.05252317;0.051;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2424;021321;1;2020-09-01;00000000405;Шайба 14 Гл ГОСТ 11371-78;0.14212152;0.138;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2425;021321;1;2020-09-01;00000000413;Шайба 14 Гл ГОСТ 6402-70;0.07415036;0.072;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2426;021321;1;2020-09-01;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.07106076;0.069;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2427;021321;1;2020-09-01;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.05252317;0.051;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2428;021321;1;2020-09-01;00000000409;Шайба 36 Гл ГОСТ 11371-78;3.03295572;2.945;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2429;021321;1;2020-09-01;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;0.29454171;0.286;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2430;021321;1;2020-09-01;00-00000886;Хомут по чертежу Х90-1 12.09Г2С-15.Гл ГОСТ К-ТП.10-110-00.07;1.2;1.2;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2431;021321;1;2020-09-01;00-00001006;Гайка М36-6h.8.Гл ГОСТ ISO 4032-2014;13.73532441;13.337;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2432;021321;1;2020-09-01;00-00001083;Болт М14-6gх50.8.8.Гл ГОСТ Р ИСО 4014-2013;1.36122449;1.334;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2433;021321;1;2020-09-01;00-00001089;Гайка М12-6h.8.Гл ГОСТ ISO 4032-2014;0.2584964;0.251;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2434;021321;1;2020-09-01;00-00001090;Гайка М14-6h.8.Гл ГОСТ ISO 4032-2014;0.41812564;0.406;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2435;021321;1;2020-09-01;00-00001572;Зажим натяжной НБ-60/5,6-16;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2436;021321;1;2020-09-01;00-00001573;Изолятор ЛОК 12,5-20-4-20-50 УХЛ1 исп.1;2.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2437;021321;1;2020-09-01;00-00001949;Болт М20-6gх75.8.8.Гл ГОСТ Р ИСО 4014-2013;1.04222451;1.012;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2438;021321;1;2020-09-01;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2439;021321;1;2020-09-01;00-00006424;Птицезащитное устройство ПЗУ-GP-SC;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2440;021321;1;2020-09-01;00-00008333;Болт М36-6gх115.8.8.Гл ГОСТ Р ИСО 4014-2013;21.456;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2576;021361;1;2020-09-01;00000013318;Штырь Ш-20-2-55 ГОСТ 18381-80;4.0;0.0;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2577;021361;1;2020-09-01;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.01956746;0.019;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2578;021361;1;2020-09-01;00000000414;Шайба 12 Гл ГОСТ 6402-70;0.00411946;0.004;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2579;021361;1;2020-09-01;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.08959835;0.087;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2580;021361;1;2020-09-01;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.05252317;0.051;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2581;021361;1;2020-09-01;00000006907;Шайба 30 Гл ГОСТ 11371-78;1.76725026;1.716;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2582;021361;1;2020-09-01;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;0.94129763;0.914;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2583;021361;1;2020-09-01;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;0.29454171;0.286;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2584;021361;1;2020-09-01;00-00000832;Гайка М30-6h.8.Гл ГОСТ ISO 4032-2014;7.9938208;7.762;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2585;021361;1;2020-09-01;00-00001089;Гайка М12-6h.8.Гл ГОСТ ISO 4032-2014;0.01647786;0.016;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
2586;021361;1;2020-09-01;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
