Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
4326;921390;1;2020-03-27;00000000406;Шайба 16 Гл ГОСТ 11371-78;2.04840371;1.989;0.05940371;0.0;0.0;ГАС ООО;Договор поставки №331-ГАС-17 от 13.06.2017, Спецификация №6 от 21.11.2019;2020-03-27 00:00:00;0.0;2020-03-18 00:00:00;1.0;Анкерно-угловая опора 1У110-7+15 Проект: 3.407.2-166  4597/3-2-ВЛ-00-АС;К производству;921390-1;0;1.0;0.0;0.0;0.0;0.0;0.05940371;0.0;0.0;0.0
8116;02547;1;2020-03-27;00000001021;Шайба 48 Гл ГОСТ 11371-78;9.44;0.0;9.44;0.0;0.0;НОВА ООО;11/02-19 от 07.02.2019, Спецификация №9 от 18.03.2020;0;0.0;0;32.0;Шайба   48.02.099 ГОСТ 11371-78;К производству;02547-1;0;1.0;0.0;0.0;0.0;0.0;9.44;0.0;0.0;0.0
6465;02396;1;2020-03-27;00000006781;Шайба 16 ТД4 ГОСТ 6402-70;0.75180227;0.73;0.021802270000000012;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №2 от 19.02.2020;2020-03-27 00:00:00;0.0;2020-03-26 00:00:00;1.0;Портал ячейковый ПСТ-110Я4С Проект: 3.407.2-162 без молниеотводов ТС-5С;К производству;02396-1;0;1.0;0.0;0.0;0.0;0.0;0.021802270000000012;0.0;0.0;0.0
8115;02546;1;2020-03-27;00-00003930;Гайка М48-6h.8.Гл ГОСТ ISO 4032-2014;91.872;0.0;91.872;0.0;0.0;НОВА ООО;11/02-19 от 07.02.2019, Спецификация №9 от 18.03.2020;0;0.0;0;96.0;Гайка   М48.6.0912 ГОСТ ISO 4032-2014;К производству;02546-1;0;1.0;0.0;0.0;0.0;0.0;91.872;0.0;0.0;0.0
4327;921390;1;2020-03-27;00000000412;Шайба 16 Гл ГОСТ 6402-70;1.10298661;1.071;0.03198661000000014;0.0;0.0;ГАС ООО;Договор поставки №331-ГАС-17 от 13.06.2017, Спецификация №6 от 21.11.2019;2020-03-27 00:00:00;0.0;2020-03-18 00:00:00;1.0;Анкерно-угловая опора 1У110-7+15 Проект: 3.407.2-166  4597/3-2-ВЛ-00-АС;К производству;921390-1;0;1.0;0.0;0.0;0.0;0.0;0.03198661000000014;0.0;0.0;0.0
4329;921390;1;2020-03-27;00000000030;Шайба 20 Гл ГОСТ 6402-70;6.24716787;6.066;0.18116787000000034;0.0;0.0;ГАС ООО;Договор поставки №331-ГАС-17 от 13.06.2017, Спецификация №6 от 21.11.2019;2020-03-27 00:00:00;0.0;2020-03-18 00:00:00;1.0;Анкерно-угловая опора 1У110-7+15 Проект: 3.407.2-166  4597/3-2-ВЛ-00-АС;К производству;921390-1;0;1.0;0.0;0.0;0.0;0.0;0.18116787000000034;0.0;0.0;0.0
2556;922008;1;2020-03-27;00000010174;Болт М20-6gх60.8.8.ГЦ ГОСТ 7798-70;14.68177137;14.256;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2557;922008;1;2020-03-27;00000010175;Болт М20-6gх65.8.8.ГЦ ГОСТ 7798-70;31.05149331;30.151;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2558;922008;1;2020-03-27;00000010897;Болт М20-6gх90.8.8.ГЦ ГОСТ 7798-70;13.15242019;12.771;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2559;922008;1;2020-03-27;00000010176;Болт М24-6gх100.8.8.ГЦ ГОСТ 7798-70;64.33470649;62.469;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2560;922008;1;2020-03-27;00000010178;Гайка М16-6h.8.ГЦ ГОСТ 5915-70;15.33882595;14.894;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2561;922008;1;2020-03-27;00000010179;Гайка М20-6h.8.ГЦ ГОСТ 5915-70;17.8084449;17.292;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2562;922008;1;2020-03-27;00000010180;Гайка М24-6h.8.ГЦ ГОСТ 5915-70;16.70957775;16.225;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2563;922008;1;2020-03-27;00000010899;Гайка М36-6h.8.ГЦ ГОСТ 5915-70;151.08856849;146.707;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2564;922008;1;2020-03-27;00000002419;Шайба 16 ГЦ ГОСТ 11371-78;4.61071061;4.477;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2565;922008;1;2020-03-27;00000002423;Шайба 16 ГЦ ГОСТ 6402-70;2.48094748;2.409;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2566;922008;1;2020-03-27;00000002421;Шайба 20 ГЦ ГОСТ 11371-78;4.28218332;4.158;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2567;922008;1;2020-03-27;00000002424;Шайба 20 ГЦ ГОСТ 6402-70;3.17198764;3.08;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2568;922008;1;2020-03-27;00000002418;Шайба 24 ГЦ ГОСТ 11371-78;4.39546859;4.268;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2569;922008;1;2020-03-27;00000002425;Шайба 24 ГЦ ГОСТ 6402-70;3.09268795;3.003;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2570;922008;1;2020-03-27;00000010900;Шайба 36 ГЦ ГОСТ 11371-78;33.36251287;32.395;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2571;922008;1;2020-03-27;00-00000575;Болт М36-6gх120.8.8.ГЦ ГОСТ 7798-70;243.056;243.056;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2572;922008;1;2020-03-27;00-00002762;Табличка 63х80 12Х18Н10Т;0.22;0.0;0.0;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №1 от 24.12.2019;2020-03-27 00:00:00;0.0;2020-03-23 00:00:00;11.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;922008-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4331;921390;1;2020-03-27;00000000415;Шайба 27 Гл ГОСТ 6402-70;5.76622039;5.599;0.16722038999999977;0.0;0.0;ГАС ООО;Договор поставки №331-ГАС-17 от 13.06.2017, Спецификация №6 от 21.11.2019;2020-03-27 00:00:00;0.0;2020-03-18 00:00:00;1.0;Анкерно-угловая опора 1У110-7+15 Проект: 3.407.2-166  4597/3-2-ВЛ-00-АС;К производству;921390-1;0;1.0;0.0;0.0;0.0;0.0;0.16722038999999977;0.0;0.0;0.0
4330;921390;1;2020-03-27;00000000407;Шайба 27 Гл ГОСТ 11371-78;8.10298661;7.868;0.23498660999999998;0.0;0.0;ГАС ООО;Договор поставки №331-ГАС-17 от 13.06.2017, Спецификация №6 от 21.11.2019;2020-03-27 00:00:00;0.0;2020-03-18 00:00:00;1.0;Анкерно-угловая опора 1У110-7+15 Проект: 3.407.2-166  4597/3-2-ВЛ-00-АС;К производству;921390-1;0;1.0;0.0;0.0;0.0;0.0;0.23498660999999998;0.0;0.0;0.0
4328;921390;1;2020-03-27;00000000659;Шайба 20 Гл ГОСТ 11371-78;5.40782698;5.251;0.15682697999999995;0.0;0.0;ГАС ООО;Договор поставки №331-ГАС-17 от 13.06.2017, Спецификация №6 от 21.11.2019;2020-03-27 00:00:00;0.0;2020-03-18 00:00:00;1.0;Анкерно-угловая опора 1У110-7+15 Проект: 3.407.2-166  4597/3-2-ВЛ-00-АС;К производству;921390-1;0;1.0;0.0;0.0;0.0;0.0;0.15682697999999995;0.0;0.0;0.0
391;921757;3;2020-03-27;00000000201;Болт М16-6gх50.8.8.Гл ГОСТ 7798-70;33.3877551;0.0;33.3877551;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;33.3877551;0.0;0.0;0.0
392;921757;3;2020-03-27;00000000424;Болт М16-6gх55.8.8.Гл ГОСТ 7798-70;35.70612245;0.0;35.70612245;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;35.70612245;0.0;0.0;0.0
393;921757;3;2020-03-27;00000000384;Болт М20-6gх60.8.8.Гл ГОСТ 7798-70;21.35530381;0.0;21.35530381;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;21.35530381;0.0;0.0;0.0
409;921757;3;2020-03-27;00-00002762;Табличка 63х80 12Х18Н10Т;0.32;0.0;0.32;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32
408;921757;3;2020-03-27;00-00000561;Гайка М36-6h.8.Гл ГОСТ 5915-70;219.76519053;0.0;219.76519053;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;219.76519053;0.0
407;921757;3;2020-03-27;00-00000560;Болт М24-6gх100.8.8.Гл ГОСТ 7798-70;93.56127703;0.0;93.56127703;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;93.56127703;0.0;0.0;0.0
406;921757;3;2020-03-27;00-00000558;Болт М20-6gх90.8.8.Гл ГОСТ 7798-70;19.11431514;0.0;19.11431514;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;19.11431514;0.0;0.0;0.0
405;921757;3;2020-03-27;00000000409;Шайба 36 Гл ГОСТ 11371-78;48.52729145;0.0;48.52729145;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;48.52729145;0.0;0.0;0.0
404;921757;3;2020-03-27;00000000031;Шайба 24 Гл ГОСТ 6402-70;4.48197734;0.0;4.48197734;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;4.48197734;0.0;0.0;0.0
403;921757;3;2020-03-27;00000000029;Шайба 24 Гл ГОСТ 11371-78;6.39340886;0.0;6.39340886;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;6.39340886;0.0;0.0;0.0
402;921757;3;2020-03-27;00000000030;Шайба 20 Гл ГОСТ 6402-70;4.59732235;0.0;4.59732235;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;4.59732235;0.0;0.0;0.0
401;921757;3;2020-03-27;00000000659;Шайба 20 Гл ГОСТ 11371-78;6.22863028;0.0;6.22863028;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;6.22863028;0.0;0.0;0.0
400;921757;3;2020-03-27;00000000412;Шайба 16 Гл ГОСТ 6402-70;3.60865088;0.0;3.60865088;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;3.60865088;0.0;0.0;0.0
399;921757;3;2020-03-27;00000000406;Шайба 16 Гл ГОСТ 11371-78;6.70648816;0.0;6.70648816;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;6.70648816;0.0;0.0;0.0
398;921757;3;2020-03-27;00000000495;Гайка М24-6h.8.Гл ГОСТ 5915-70;24.28836251;0.0;24.28836251;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;24.28836251;0.0;0.0;0.0
397;921757;3;2020-03-27;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;25.90319258;0.0;25.90319258;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;25.90319258;0.0;0.0;0.0
396;921757;3;2020-03-27;00000001703;Гайка М16-6h.8.Гл ГОСТ 5915-70;22.31101957;0.0;22.31101957;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;22.31101957;0.0;0.0;0.0
395;921757;3;2020-03-27;00000007981;Болт М36-6gх120.8.8.Гл ГОСТ 7798-70;353.536;0.0;353.536;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;353.536
4728;0217;1;2020-03-27;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.07826982;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518 от 23.10.2018, Спецификация №15 (1125) от 29.11.2019;2020-03-27 00:00:00;0.0;2020-02-26 00:00:00;2.0;Сооружение   антенно-мачтовое МСТ-13,0-С.IV Технические требования 1000/9-004-СС.ТТ;К производству;0217-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4729;0217;1;2020-03-27;00000000414;Шайба 12 Гл ГОСТ 6402-70;0.02059732;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518 от 23.10.2018, Спецификация №15 (1125) от 29.11.2019;2020-03-27 00:00:00;0.0;2020-02-26 00:00:00;2.0;Сооружение   антенно-мачтовое МСТ-13,0-С.IV Технические требования 1000/9-004-СС.ТТ;К производству;0217-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4730;0217;1;2020-03-27;00-00001089;Гайка М12-6h.8.Гл ГОСТ ISO 4032-2014;0.09680742;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518 от 23.10.2018, Спецификация №15 (1125) от 29.11.2019;2020-03-27 00:00:00;0.0;2020-02-26 00:00:00;2.0;Сооружение   антенно-мачтовое МСТ-13,0-С.IV Технические требования 1000/9-004-СС.ТТ;К производству;0217-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4731;0217;1;2020-03-27;00-00002762;Табличка 63х80 12Х18Н10Т;0.04;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518 от 23.10.2018, Спецификация №15 (1125) от 29.11.2019;2020-03-27 00:00:00;0.0;2020-02-26 00:00:00;2.0;Сооружение   антенно-мачтовое МСТ-13,0-С.IV Технические требования 1000/9-004-СС.ТТ;К производству;0217-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
6482;02396;1;2020-03-27;00-00002766;Шайба 24 ТД4 ГОСТ 6402-70;3.08341916;2.994;0.08941915999999983;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №2 от 19.02.2020;2020-03-27 00:00:00;0.0;2020-03-26 00:00:00;1.0;Портал ячейковый ПСТ-110Я4С Проект: 3.407.2-162 без молниеотводов ТС-5С;К производству;02396-1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08941915999999983;0.0
6481;02396;1;2020-03-27;00-00002765;Болт М24-6gх75.8.8.ТД4 ГОСТ Р ИСО 4014-2013;42.7445932;41.505;1.2395931999999945;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №2 от 19.02.2020;2020-03-27 00:00:00;0.0;2020-03-26 00:00:00;1.0;Портал ячейковый ПСТ-110Я4С Проект: 3.407.2-162 без молниеотводов ТС-5С;К производству;02396-1;0;1.0;0.0;0.0;0.0;0.0;1.2395931999999945;0.0;0.0;0.0
6480;02396;1;2020-03-27;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.02;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №2 от 19.02.2020;2020-03-27 00:00:00;0.0;2020-03-26 00:00:00;1.0;Портал ячейковый ПСТ-110Я4С Проект: 3.407.2-162 без молниеотводов ТС-5С;К производству;02396-1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02
6479;02396;1;2020-03-27;00-00002250;Болт М16-6gх55.8.8.ТД4 ГОСТ Р ИСО 4014-2013;7.43877551;7.29;0.1487755100000001;0.0;0.0;ЧТК;104/12-19 от 24.12.2019, Спецификация №2 от 19.02.2020;2020-03-27 00:00:00;0.0;2020-03-26 00:00:00;1.0;Портал ячейковый ПСТ-110Я4С Проект: 3.407.2-162 без молниеотводов ТС-5С;К производству;02396-1;0;1.0;0.0;0.0;0.0;0.0;0.1487755100000001;0.0;0.0;0.0
394;921757;3;2020-03-27;00000000022;Болт М20-6gх65.8.8.Гл ГОСТ 7798-70;45.16580844;0.0;45.16580844;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;2020-03-27 00:00:00;0.0;2020-03-17 00:00:00;16.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921757-3;0;1.0;0.0;0.0;0.0;0.0;45.16580844;0.0;0.0;0.0
4742;0219;1;2020-03-27;00-00002890;Болт М12-6gх35.8.8.Гл ГОСТ Р ИСО 4014-2013;0.13877551;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518 от 23.10.2018, Спецификация №15 (1125) от 29.11.2019;2020-04-22 00:00:00;0.0;2020-04-20 00:00:00;1.0;Сооружение   антенно-мачтовое МСТ-13,0-С.IV Технические требования 1000/9-011-СС.ТТ;К производству;0219-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4741;0219;1;2020-03-27;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518 от 23.10.2018, Спецификация №15 (1125) от 29.11.2019;2020-04-22 00:00:00;0.0;2020-04-20 00:00:00;1.0;Сооружение   антенно-мачтовое МСТ-13,0-С.IV Технические требования 1000/9-011-СС.ТТ;К производству;0219-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
